pair,total_ibd_mb,sample_a,sample_b
"('NA19385_NA19385', 'NA19399_NA19399')",50.042269,NA19385_NA19385,NA19399_NA19399
"('NA19327_NA19327', 'NA19338_NA19338')",50.032459,NA19327_NA19327,NA19338_NA19338
"('NA19382_NA19382', 'NA19455_NA19455')",49.900429,NA19382_NA19382,NA19455_NA19455
"('NA19327_NA19327', 'NA19377_NA19377')",49.800559,NA19327_NA19327,NA19377_NA19377
"('NA19376_NA19376', 'NA19440_NA19440')",49.793313000000005,NA19376_NA19376,NA19440_NA19440
"('NA19346_NA19346', 'NA19466_NA19466')",49.787233,NA19346_NA19346,NA19466_NA19466
"('NA19377_NA19377', 'NA19391_NA19391')",49.708528,NA19377_NA19377,NA19391_NA19391
"('NA19461_NA19461', 'NA19471_NA19471')",49.603842,NA19461_NA19461,NA19471_NA19471
"('NA19308_NA19308', 'NA19376_NA19376')",49.599085,NA19308_NA19308,NA19376_NA19376
"('NA19044_NA19044', 'NA19439_NA19439')",49.572828,NA19044_NA19044,NA19439_NA19439
"('NA19321_NA19321', 'NA19461_NA19461')",49.462381,NA19321_NA19321,NA19461_NA19461
"('NA19319_NA19319', 'NA19457_NA19457')",49.432191,NA19319_NA19319,NA19457_NA19457
"('NA19382_NA19382', 'NA19431_NA19431')",49.393449000000004,NA19382_NA19382,NA19431_NA19431
"('NA19380_NA19380', 'NA19451_NA19451')",49.269837,NA19380_NA19380,NA19451_NA19451
"('NA19307_NA19307', 'NA19463_NA19463')",49.231041,NA19307_NA19307,NA19463_NA19463
"('NA19317_NA19317', 'NA19328_NA19328')",49.216307,NA19317_NA19317,NA19328_NA19328
"('NA19431_NA19431', 'NA19471_NA19471')",49.184314,NA19431_NA19431,NA19471_NA19471
"('NA19455_NA19455', 'NA19472_NA19472')",49.132315000000006,NA19455_NA19455,NA19472_NA19472
"('NA19307_NA19307', 'NA19381_NA19381')",49.040286,NA19307_NA19307,NA19381_NA19381
"('NA19044_NA19044', 'NA19317_NA19317')",49.003378,NA19044_NA19044,NA19317_NA19317
"('NA19461_NA19461', 'NA19473_NA19473')",48.969514000000004,NA19461_NA19461,NA19473_NA19473
"('NA19394_NA19394', 'NA19430_NA19430')",48.904401,NA19394_NA19394,NA19430_NA19430
"('NA19319_NA19319', 'NA19466_NA19466')",48.880988,NA19319_NA19319,NA19466_NA19466
"('NA19311_NA19311', 'NA19328_NA19328')",48.875681,NA19311_NA19311,NA19328_NA19328
"('NA19313_NA19313', 'NA19384_NA19384')",48.802394,NA19313_NA19313,NA19384_NA19384
"('NA19398_NA19398', 'NA19471_NA19471')",48.792730999999996,NA19398_NA19398,NA19471_NA19471
"('NA19398_NA19398', 'NA19438_NA19438')",48.785782,NA19398_NA19398,NA19438_NA19438
"('NA19317_NA19317', 'NA19338_NA19338')",48.762584000000004,NA19317_NA19317,NA19338_NA19338
"('NA19461_NA19461', 'NA19462_NA19462')",48.695605,NA19461_NA19461,NA19462_NA19462
"('NA19351_NA19351', 'NA19360_NA19360')",48.692773,NA19351_NA19351,NA19360_NA19360
"('NA19044_NA19044', 'NA19359_NA19359')",48.65969,NA19044_NA19044,NA19359_NA19359
"('NA19379_NA19379', 'NA19384_NA19384')",48.63098,NA19379_NA19379,NA19384_NA19384
"('NA19316_NA19316', 'NA19436_NA19436')",48.54556899999999,NA19316_NA19316,NA19436_NA19436
"('NA19457_NA19457', 'NA19472_NA19472')",48.396365,NA19457_NA19457,NA19472_NA19472
"('NA19451_NA19451', 'NA19457_NA19457')",48.33667,NA19451_NA19451,NA19457_NA19457
"('NA19443_NA19443', 'NA19451_NA19451')",48.29636,NA19443_NA19443,NA19451_NA19451
"('NA19044_NA19044', 'NA19384_NA19384')",48.267112999999995,NA19044_NA19044,NA19384_NA19384
"('NA19372_NA19372', 'NA19452_NA19452')",48.264458999999995,NA19372_NA19372,NA19452_NA19452
"('NA19308_NA19308', 'NA19474_NA19474')",48.229547,NA19308_NA19308,NA19474_NA19474
"('NA19437_NA19437', 'NA19461_NA19461')",48.134594,NA19437_NA19437,NA19461_NA19461
"('NA19347_NA19347', 'NA19451_NA19451')",48.119799,NA19347_NA19347,NA19451_NA19451
"('NA19381_NA19381', 'NA19404_NA19404')",48.082265,NA19381_NA19381,NA19404_NA19404
"('NA19044_NA19044', 'NA19351_NA19351')",48.016088,NA19044_NA19044,NA19351_NA19351
"('NA19035_NA19035', 'NA19359_NA19359')",47.963701,NA19035_NA19035,NA19359_NA19359
"('NA19315_NA19315', 'NA19453_NA19453')",47.702535999999995,NA19315_NA19315,NA19453_NA19453
"('NA19307_NA19307', 'NA19470_NA19470')",47.57658300000001,NA19307_NA19307,NA19470_NA19470
"('NA19331_NA19331', 'NA19398_NA19398')",47.479124999999996,NA19331_NA19331,NA19398_NA19398
"('NA19385_NA19385', 'NA19428_NA19428')",47.392021,NA19385_NA19385,NA19428_NA19428
"('NA19319_NA19319', 'NA19359_NA19359')",47.377769,NA19319_NA19319,NA19359_NA19359
"('NA19317_NA19317', 'NA19467_NA19467')",47.36226,NA19317_NA19317,NA19467_NA19467
"('NA19382_NA19382', 'NA19443_NA19443')",47.322344,NA19382_NA19382,NA19443_NA19443
"('NA19446_NA19446', 'NA19466_NA19466')",47.184309,NA19446_NA19446,NA19466_NA19466
"('NA19391_NA19391', 'NA19463_NA19463')",47.157891,NA19391_NA19391,NA19463_NA19463
"('NA19360_NA19360', 'NA19436_NA19436')",47.104144,NA19360_NA19360,NA19436_NA19436
"('NA19401_NA19401', 'NA19453_NA19453')",47.075192,NA19401_NA19401,NA19453_NA19453
"('NA19384_NA19384', 'NA19395_NA19395')",47.054235,NA19384_NA19384,NA19395_NA19395
"('NA19390_NA19390', 'NA19463_NA19463')",47.041911,NA19390_NA19390,NA19463_NA19463
"('NA19437_NA19437', 'NA19444_NA19444')",46.821236999999996,NA19437_NA19437,NA19444_NA19444
"('NA19332_NA19332', 'NA19431_NA19431')",46.787675,NA19332_NA19332,NA19431_NA19431
"('NA19360_NA19360', 'NA19466_NA19466')",46.783245,NA19360_NA19360,NA19466_NA19466
"('NA19390_NA19390', 'NA19436_NA19436')",46.605463,NA19390_NA19390,NA19436_NA19436
"('NA19451_NA19451', 'NA19453_NA19453')",46.579607,NA19451_NA19451,NA19453_NA19453
"('NA19312_NA19312', 'NA19437_NA19437')",46.532154000000006,NA19312_NA19312,NA19437_NA19437
"('NA19452_NA19452', 'NA19466_NA19466')",46.519951999999996,NA19452_NA19452,NA19466_NA19466
"('NA19328_NA19328', 'NA19451_NA19451')",46.473899,NA19328_NA19328,NA19451_NA19451
"('NA19391_NA19391', 'NA19473_NA19473')",46.442358,NA19391_NA19391,NA19473_NA19473
"('NA19041_NA19041', 'NA19438_NA19438')",46.346441,NA19041_NA19041,NA19438_NA19438
"('NA19038_NA19038', 'NA19360_NA19360')",46.326456,NA19038_NA19038,NA19360_NA19360
"('NA19331_NA19331', 'NA19439_NA19439')",46.285814,NA19331_NA19331,NA19439_NA19439
"('NA19350_NA19350', 'NA19391_NA19391')",46.272233,NA19350_NA19350,NA19391_NA19391
"('NA19404_NA19404', 'NA19434_NA19434')",46.235889,NA19404_NA19404,NA19434_NA19434
"('NA19028_NA19028', 'NA19456_NA19456')",46.184732999999994,NA19028_NA19028,NA19456_NA19456
"('NA19377_NA19377', 'NA19396_NA19396')",46.119541999999996,NA19377_NA19377,NA19396_NA19396
"('NA19317_NA19317', 'NA19396_NA19396')",46.075399000000004,NA19317_NA19317,NA19396_NA19396
"('NA19041_NA19041', 'NA19472_NA19472')",46.072255,NA19041_NA19041,NA19472_NA19472
"('NA19317_NA19317', 'NA19401_NA19401')",46.009241,NA19317_NA19317,NA19401_NA19401
"('NA19334_NA19334', 'NA19379_NA19379')",45.88689,NA19334_NA19334,NA19379_NA19379
"('NA19350_NA19350', 'NA19385_NA19385')",45.854428999999996,NA19350_NA19350,NA19385_NA19385
"('NA19028_NA19028', 'NA19472_NA19472')",45.793876,NA19028_NA19028,NA19472_NA19472
"('NA19338_NA19338', 'NA19347_NA19347')",45.753752999999996,NA19338_NA19338,NA19347_NA19347
"('NA19316_NA19316', 'NA19451_NA19451')",45.719659,NA19316_NA19316,NA19451_NA19451
"('NA19331_NA19331', 'NA19471_NA19471')",45.557088,NA19331_NA19331,NA19471_NA19471
"('NA19041_NA19041', 'NA19359_NA19359')",45.554901,NA19041_NA19041,NA19359_NA19359
"('NA19401_NA19401', 'NA19446_NA19446')",45.529114,NA19401_NA19401,NA19446_NA19446
"('NA19351_NA19351', 'NA19437_NA19437')",45.516645,NA19351_NA19351,NA19437_NA19437
"('NA19044_NA19044', 'NA19318_NA19318')",45.483244,NA19044_NA19044,NA19318_NA19318
"('NA19355_NA19355', 'NA19384_NA19384')",45.478705999999995,NA19355_NA19355,NA19384_NA19384
"('NA19398_NA19398', 'NA19470_NA19470')",45.46332099999999,NA19398_NA19398,NA19470_NA19470
"('NA19307_NA19307', 'NA19428_NA19428')",45.459497999999996,NA19307_NA19307,NA19428_NA19428
"('NA19383_NA19383', 'NA19393_NA19393')",45.448583,NA19383_NA19383,NA19393_NA19393
"('NA19393_NA19393', 'NA19404_NA19404')",45.353422,NA19393_NA19393,NA19404_NA19404
"('NA19391_NA19391', 'NA19466_NA19466')",45.305519000000004,NA19391_NA19391,NA19466_NA19466
"('NA19307_NA19307', 'NA19309_NA19309')",45.263779,NA19307_NA19307,NA19309_NA19309
"('NA19315_NA19315', 'NA19470_NA19470')",45.251659,NA19315_NA19315,NA19470_NA19470
"('NA19044_NA19044', 'NA19394_NA19394')",45.157973,NA19044_NA19044,NA19394_NA19394
"('NA19394_NA19394', 'NA19445_NA19445')",45.155981,NA19394_NA19394,NA19445_NA19445
"('NA19395_NA19395', 'NA19466_NA19466')",45.137321,NA19395_NA19395,NA19466_NA19466
"('NA19317_NA19317', 'NA19380_NA19380')",45.024983,NA19317_NA19317,NA19380_NA19380
"('NA19397_NA19397', 'NA19437_NA19437')",44.66425,NA19397_NA19397,NA19437_NA19437
"('NA19352_NA19352', 'NA19430_NA19430')",44.635042,NA19352_NA19352,NA19430_NA19430
"('NA19350_NA19350', 'NA19457_NA19457')",44.576712,NA19350_NA19350,NA19457_NA19457
"('NA19046_NA19046', 'NA19317_NA19317')",44.535787,NA19046_NA19046,NA19317_NA19317
"('NA19044_NA19044', 'NA19316_NA19316')",44.430017,NA19044_NA19044,NA19316_NA19316
"('NA19372_NA19372', 'NA19384_NA19384')",44.412384,NA19372_NA19372,NA19384_NA19384
"('NA19315_NA19315', 'NA19380_NA19380')",44.380604,NA19315_NA19315,NA19380_NA19380
"('NA19316_NA19316', 'NA19381_NA19381')",44.361017,NA19316_NA19316,NA19381_NA19381
"('NA19338_NA19338', 'NA19457_NA19457')",44.270224,NA19338_NA19338,NA19457_NA19457
"('NA19321_NA19321', 'NA19463_NA19463')",44.250117,NA19321_NA19321,NA19463_NA19463
"('NA19461_NA19461', 'NA19468_NA19468')",44.214985,NA19461_NA19461,NA19468_NA19468
"('NA19435_NA19435', 'NA19452_NA19452')",44.191978999999996,NA19435_NA19435,NA19452_NA19452
"('NA19307_NA19307', 'NA19469_NA19469')",44.106855,NA19307_NA19307,NA19469_NA19469
"('NA19328_NA19328', 'NA19430_NA19430')",44.088341,NA19328_NA19328,NA19430_NA19430
"('NA19431_NA19431', 'NA19436_NA19436')",44.056284,NA19431_NA19431,NA19436_NA19436
"('NA19331_NA19331', 'NA19391_NA19391')",43.94385,NA19331_NA19331,NA19391_NA19391
"('NA19346_NA19346', 'NA19355_NA19355')",43.902762,NA19346_NA19346,NA19355_NA19355
"('NA19038_NA19038', 'NA19399_NA19399')",43.771539000000004,NA19038_NA19038,NA19399_NA19399
"('NA19311_NA19311', 'NA19437_NA19437')",43.737610000000004,NA19311_NA19311,NA19437_NA19437
"('NA19309_NA19309', 'NA19446_NA19446')",43.736969,NA19309_NA19309,NA19446_NA19446
"('NA19346_NA19346', 'NA19468_NA19468')",43.715925,NA19346_NA19346,NA19468_NA19468
"('NA19317_NA19317', 'NA19436_NA19436')",43.704215,NA19317_NA19317,NA19436_NA19436
"('NA19431_NA19431', 'NA19437_NA19437')",43.668563999999996,NA19431_NA19431,NA19437_NA19437
"('NA19311_NA19311', 'NA19451_NA19451')",43.665144,NA19311_NA19311,NA19451_NA19451
"('NA19457_NA19457', 'NA19462_NA19462')",43.642654,NA19457_NA19457,NA19462_NA19462
"('NA19372_NA19372', 'NA19381_NA19381')",43.598240999999994,NA19372_NA19372,NA19381_NA19381
"('NA19316_NA19316', 'NA19338_NA19338')",43.569135,NA19316_NA19316,NA19338_NA19338
"('NA19448_NA19448', 'NA19461_NA19461')",43.568484000000005,NA19448_NA19448,NA19461_NA19461
"('NA19308_NA19308', 'NA19436_NA19436')",43.499856,NA19308_NA19308,NA19436_NA19436
"('NA19384_NA19384', 'NA19428_NA19428')",43.474101,NA19384_NA19384,NA19428_NA19428
"('NA19374_NA19374', 'NA19379_NA19379')",43.456098,NA19374_NA19374,NA19379_NA19379
"('NA19346_NA19346', 'NA19429_NA19429')",43.383271,NA19346_NA19346,NA19429_NA19429
"('NA19046_NA19046', 'NA19324_NA19324')",43.326235,NA19046_NA19046,NA19324_NA19324
"('NA19434_NA19434', 'NA19437_NA19437')",43.302876,NA19434_NA19434,NA19437_NA19437
"('NA19437_NA19437', 'NA19462_NA19462')",43.133133,NA19437_NA19437,NA19462_NA19462
"('NA19338_NA19338', 'NA19381_NA19381')",43.124333,NA19338_NA19338,NA19381_NA19381
"('NA19384_NA19384', 'NA19396_NA19396')",43.108595,NA19384_NA19384,NA19396_NA19396
"('NA19383_NA19383', 'NA19436_NA19436')",43.093382,NA19383_NA19383,NA19436_NA19436
"('NA19376_NA19376', 'NA19399_NA19399')",43.082425,NA19376_NA19376,NA19399_NA19399
"('NA19375_NA19375', 'NA19430_NA19430')",43.033966,NA19375_NA19375,NA19430_NA19430
"('NA19382_NA19382', 'NA19466_NA19466')",43.021325,NA19382_NA19382,NA19466_NA19466
"('NA19440_NA19440', 'NA19461_NA19461')",43.001844,NA19440_NA19440,NA19461_NA19461
"('NA19396_NA19396', 'NA19399_NA19399')",42.958861999999996,NA19396_NA19396,NA19399_NA19399
"('NA19381_NA19381', 'NA19440_NA19440')",42.950243,NA19381_NA19381,NA19440_NA19440
"('NA19451_NA19451', 'NA19466_NA19466')",42.899656,NA19451_NA19451,NA19466_NA19466
"('NA19384_NA19384', 'NA19471_NA19471')",42.882174,NA19384_NA19384,NA19471_NA19471
"('NA19041_NA19041', 'NA19467_NA19467')",42.856672,NA19041_NA19041,NA19467_NA19467
"('NA19346_NA19346', 'NA19443_NA19443')",42.821092,NA19346_NA19346,NA19443_NA19443
"('NA19377_NA19377', 'NA19461_NA19461')",42.778691,NA19377_NA19377,NA19461_NA19461
"('NA19351_NA19351', 'NA19446_NA19446')",42.763149,NA19351_NA19351,NA19446_NA19446
"('NA19466_NA19466', 'NA19474_NA19474')",42.757691,NA19466_NA19466,NA19474_NA19474
"('NA19038_NA19038', 'NA19403_NA19403')",42.714909,NA19038_NA19038,NA19403_NA19403
"('NA19327_NA19327', 'NA19461_NA19461')",42.687191,NA19327_NA19327,NA19461_NA19461
"('NA19393_NA19393', 'NA19401_NA19401')",42.679881,NA19393_NA19393,NA19401_NA19401
"('NA19391_NA19391', 'NA19456_NA19456')",42.594315,NA19391_NA19391,NA19456_NA19456
"('NA19360_NA19360', 'NA19372_NA19372')",42.556207,NA19360_NA19360,NA19372_NA19372
"('NA19371_NA19371', 'NA19430_NA19430')",42.539455,NA19371_NA19371,NA19430_NA19430
"('NA19375_NA19375', 'NA19467_NA19467')",42.523037,NA19375_NA19375,NA19467_NA19467
"('NA19435_NA19435', 'NA19468_NA19468')",42.514614,NA19435_NA19435,NA19468_NA19468
"('NA19351_NA19351', 'NA19372_NA19372')",42.492547,NA19351_NA19351,NA19372_NA19372
"('NA19315_NA19315', 'NA19394_NA19394')",42.453833,NA19315_NA19315,NA19394_NA19394
"('NA19384_NA19384', 'NA19394_NA19394')",42.433697,NA19384_NA19384,NA19394_NA19394
"('NA19376_NA19376', 'NA19391_NA19391')",42.40105,NA19376_NA19376,NA19391_NA19391
"('NA19377_NA19377', 'NA19394_NA19394')",42.357482,NA19377_NA19377,NA19394_NA19394
"('NA19379_NA19379', 'NA19462_NA19462')",42.316328,NA19379_NA19379,NA19462_NA19462
"('NA19044_NA19044', 'NA19430_NA19430')",42.306850000000004,NA19044_NA19044,NA19430_NA19430
"('NA19351_NA19351', 'NA19436_NA19436')",42.283114,NA19351_NA19351,NA19436_NA19436
"('NA19313_NA19313', 'NA19436_NA19436')",42.13846,NA19313_NA19313,NA19436_NA19436
"('NA19434_NA19434', 'NA19446_NA19446')",42.066123,NA19434_NA19434,NA19446_NA19446
"('NA19321_NA19321', 'NA19439_NA19439')",42.00226,NA19321_NA19321,NA19439_NA19439
"('NA19352_NA19352', 'NA19436_NA19436')",41.966865,NA19352_NA19352,NA19436_NA19436
"('NA19317_NA19317', 'NA19461_NA19461')",41.961549999999995,NA19317_NA19317,NA19461_NA19461
"('NA19044_NA19044', 'NA19428_NA19428')",41.951832,NA19044_NA19044,NA19428_NA19428
"('NA19399_NA19399', 'NA19430_NA19430')",41.893063,NA19399_NA19399,NA19430_NA19430
"('NA19428_NA19428', 'NA19469_NA19469')",41.887371,NA19428_NA19428,NA19469_NA19469
"('NA19324_NA19324', 'NA19446_NA19446')",41.863211,NA19324_NA19324,NA19446_NA19446
"('NA19328_NA19328', 'NA19376_NA19376')",41.846433000000005,NA19328_NA19328,NA19376_NA19376
"('NA19316_NA19316', 'NA19457_NA19457')",41.808043,NA19316_NA19316,NA19457_NA19457
"('NA19375_NA19375', 'NA19379_NA19379')",41.76669,NA19375_NA19375,NA19379_NA19379
"('NA19391_NA19391', 'NA19438_NA19438')",41.703971,NA19391_NA19391,NA19438_NA19438
"('NA19359_NA19359', 'NA19466_NA19466')",41.660749,NA19359_NA19359,NA19466_NA19466
"('NA19377_NA19377', 'NA19443_NA19443')",41.573581,NA19377_NA19377,NA19443_NA19443
"('NA19316_NA19316', 'NA19449_NA19449')",41.569327,NA19316_NA19316,NA19449_NA19449
"('NA19359_NA19359', 'NA19373_NA19373')",41.536859,NA19359_NA19359,NA19373_NA19373
"('NA19317_NA19317', 'NA19350_NA19350')",41.519892,NA19317_NA19317,NA19350_NA19350
"('NA19466_NA19466', 'NA19473_NA19473')",41.51863,NA19466_NA19466,NA19473_NA19473
"('NA19338_NA19338', 'NA19359_NA19359')",41.50782,NA19338_NA19338,NA19359_NA19359
"('NA19377_NA19377', 'NA19397_NA19397')",41.502267,NA19377_NA19377,NA19397_NA19397
"('NA19439_NA19439', 'NA19461_NA19461')",41.501732000000004,NA19439_NA19439,NA19461_NA19461
"('NA19318_NA19318', 'NA19382_NA19382')",41.43703,NA19318_NA19318,NA19382_NA19382
"('NA19445_NA19445', 'NA19461_NA19461')",41.435367,NA19445_NA19445,NA19461_NA19461
"('NA19315_NA19315', 'NA19351_NA19351')",41.432592,NA19315_NA19315,NA19351_NA19351
"('NA19380_NA19380', 'NA19467_NA19467')",41.419497,NA19380_NA19380,NA19467_NA19467
"('NA19384_NA19384', 'NA19390_NA19390')",41.351614,NA19384_NA19384,NA19390_NA19390
"('NA19390_NA19390', 'NA19470_NA19470')",41.312416999999996,NA19390_NA19390,NA19470_NA19470
"('NA19377_NA19377', 'NA19472_NA19472')",41.248208,NA19377_NA19377,NA19472_NA19472
"('NA19394_NA19394', 'NA19401_NA19401')",41.236859,NA19394_NA19394,NA19401_NA19401
"('NA19313_NA19313', 'NA19469_NA19469')",41.218643,NA19313_NA19313,NA19469_NA19469
"('NA19315_NA19315', 'NA19457_NA19457')",41.216649,NA19315_NA19315,NA19457_NA19457
"('NA19321_NA19321', 'NA19338_NA19338')",41.213637999999996,NA19321_NA19321,NA19338_NA19338
"('NA19321_NA19321', 'NA19331_NA19331')",41.161069,NA19321_NA19321,NA19331_NA19331
"('NA19041_NA19041', 'NA19376_NA19376')",41.131685,NA19041_NA19041,NA19376_NA19376
"('NA19347_NA19347', 'NA19453_NA19453')",41.101752,NA19347_NA19347,NA19453_NA19453
"('NA19382_NA19382', 'NA19453_NA19453')",41.095501,NA19382_NA19382,NA19453_NA19453
"('NA19351_NA19351', 'NA19397_NA19397')",41.067471999999995,NA19351_NA19351,NA19397_NA19397
"('NA19438_NA19438', 'NA19472_NA19472')",41.066361,NA19438_NA19438,NA19472_NA19472
"('NA19317_NA19317', 'NA19381_NA19381')",41.044167,NA19317_NA19317,NA19381_NA19381
"('NA19321_NA19321', 'NA19466_NA19466')",41.017955,NA19321_NA19321,NA19466_NA19466
"('NA19319_NA19319', 'NA19382_NA19382')",40.978434,NA19319_NA19319,NA19382_NA19382
"('NA19385_NA19385', 'NA19436_NA19436')",40.975847,NA19385_NA19385,NA19436_NA19436
"('NA19383_NA19383', 'NA19384_NA19384')",40.974268,NA19383_NA19383,NA19384_NA19384
"('NA19401_NA19401', 'NA19445_NA19445')",40.957682000000005,NA19401_NA19401,NA19445_NA19445
"('NA19028_NA19028', 'NA19373_NA19373')",40.942579,NA19028_NA19028,NA19373_NA19373
"('NA19313_NA19313', 'NA19360_NA19360')",40.922703,NA19313_NA19313,NA19360_NA19360
"('NA19318_NA19318', 'NA19396_NA19396')",40.903828,NA19318_NA19318,NA19396_NA19396
"('NA19380_NA19380', 'NA19473_NA19473')",40.855316,NA19380_NA19380,NA19473_NA19473
"('NA19350_NA19350', 'NA19372_NA19372')",40.82584,NA19350_NA19350,NA19372_NA19372
"('NA19372_NA19372', 'NA19377_NA19377')",40.818402,NA19372_NA19372,NA19377_NA19377
"('NA19332_NA19332', 'NA19384_NA19384')",40.771572,NA19332_NA19332,NA19384_NA19384
"('NA19393_NA19393', 'NA19394_NA19394')",40.741007999999994,NA19393_NA19393,NA19394_NA19394
"('NA19384_NA19384', 'NA19403_NA19403')",40.716697,NA19384_NA19384,NA19403_NA19403
"('NA19316_NA19316', 'NA19393_NA19393')",40.698156,NA19316_NA19316,NA19393_NA19393
"('NA19384_NA19384', 'NA19431_NA19431')",40.691415,NA19384_NA19384,NA19431_NA19431
"('NA19399_NA19399', 'NA19469_NA19469')",40.598704,NA19399_NA19399,NA19469_NA19469
"('NA19359_NA19359', 'NA19449_NA19449')",40.595128,NA19359_NA19359,NA19449_NA19449
"('NA19394_NA19394', 'NA19461_NA19461')",40.506719,NA19394_NA19394,NA19461_NA19461
"('NA19374_NA19374', 'NA19429_NA19429')",40.506477,NA19374_NA19374,NA19429_NA19429
"('NA19377_NA19377', 'NA19384_NA19384')",40.502605,NA19377_NA19377,NA19384_NA19384
"('NA19451_NA19451', 'NA19463_NA19463')",40.488948,NA19451_NA19451,NA19463_NA19463
"('NA19318_NA19318', 'NA19350_NA19350')",40.486267,NA19318_NA19318,NA19350_NA19350
"('NA19391_NA19391', 'NA19461_NA19461')",40.466054,NA19391_NA19391,NA19461_NA19461
"('NA19448_NA19448', 'NA19455_NA19455')",40.445024000000004,NA19448_NA19448,NA19455_NA19455
"('NA19384_NA19384', 'NA19385_NA19385')",40.385056,NA19384_NA19384,NA19385_NA19385
"('NA19440_NA19440', 'NA19463_NA19463')",40.380217,NA19440_NA19440,NA19463_NA19463
"('NA19020_NA19020', 'NA19396_NA19396')",40.373165,NA19020_NA19020,NA19396_NA19396
"('NA19331_NA19331', 'NA19430_NA19430')",40.347623999999996,NA19331_NA19331,NA19430_NA19430
"('NA19035_NA19035', 'NA19350_NA19350')",40.344887,NA19035_NA19035,NA19350_NA19350
"('NA19307_NA19307', 'NA19394_NA19394')",40.317401,NA19307_NA19307,NA19394_NA19394
"('NA19315_NA19315', 'NA19401_NA19401')",40.304005000000004,NA19315_NA19315,NA19401_NA19401
"('NA19379_NA19379', 'NA19474_NA19474')",40.253603,NA19379_NA19379,NA19474_NA19474
"('NA19383_NA19383', 'NA19473_NA19473')",40.216427,NA19383_NA19383,NA19473_NA19473
"('NA19381_NA19381', 'NA19384_NA19384')",40.163325,NA19381_NA19381,NA19384_NA19384
"('NA19310_NA19310', 'NA19445_NA19445')",40.131266000000004,NA19310_NA19310,NA19445_NA19445
"('NA19375_NA19375', 'NA19398_NA19398')",40.007464999999996,NA19375_NA19375,NA19398_NA19398
"('NA19316_NA19316', 'NA19455_NA19455')",39.97123,NA19316_NA19316,NA19455_NA19455
"('NA19312_NA19312', 'NA19373_NA19373')",39.958969,NA19312_NA19312,NA19373_NA19373
"('NA19318_NA19318', 'NA19428_NA19428')",39.920907,NA19318_NA19318,NA19428_NA19428
"('NA19308_NA19308', 'NA19324_NA19324')",39.919869,NA19308_NA19308,NA19324_NA19324
"('NA19371_NA19371', 'NA19384_NA19384')",39.895129,NA19371_NA19371,NA19384_NA19384
"('NA19428_NA19428', 'NA19452_NA19452')",39.857046,NA19428_NA19428,NA19452_NA19452
"('NA19316_NA19316', 'NA19375_NA19375')",39.836119,NA19316_NA19316,NA19375_NA19375
"('NA19321_NA19321', 'NA19446_NA19446')",39.797382999999996,NA19321_NA19321,NA19446_NA19446
"('NA19309_NA19309', 'NA19439_NA19439')",39.774056,NA19309_NA19309,NA19439_NA19439
"('NA19385_NA19385', 'NA19431_NA19431')",39.756769999999996,NA19385_NA19385,NA19431_NA19431
"('NA19398_NA19398', 'NA19472_NA19472')",39.728215999999996,NA19398_NA19398,NA19472_NA19472
"('NA19399_NA19399', 'NA19470_NA19470')",39.683413,NA19399_NA19399,NA19470_NA19470
"('NA19315_NA19315', 'NA19462_NA19462')",39.665675,NA19315_NA19315,NA19462_NA19462
"('NA19384_NA19384', 'NA19429_NA19429')",39.655744,NA19384_NA19384,NA19429_NA19429
"('NA19338_NA19338', 'NA19474_NA19474')",39.629537,NA19338_NA19338,NA19474_NA19474
"('NA19375_NA19375', 'NA19383_NA19383')",39.61566,NA19375_NA19375,NA19383_NA19383
