IID1	IID2	PI_HAT	relationship
NA19434	NA19467	0.0435	unrelated
NA19434	NA19468	0.0415	unrelated
NA19434	NA19469	0.0348	unrelated
NA19434	NA19470	0.0402	unrelated
NA19434	NA19471	0.0405	unrelated
NA19434	NA19472	0.0414	unrelated
NA19434	NA19473	0.0423	unrelated
NA19434	NA19474	0.0412	unrelated
NA19435	NA19436	0.0437	unrelated
NA19435	NA19437	0.0375	unrelated
NA19435	NA19438	0.0401	unrelated
NA19435	NA19439	0.0415	unrelated
NA19435	NA19440	0.0424	unrelated
NA19435	NA19443	0.0421	unrelated
NA19435	NA19444	0.0444	unrelated
NA19435	NA19445	0.047	unrelated
NA19435	NA19446	0.0412	unrelated
NA19435	NA19448	0.0372	unrelated
NA19435	NA19449	0.0407	unrelated
NA19435	NA19451	0.039	unrelated
NA19435	NA19452	0.0412	unrelated
NA19435	NA19453	0.0464	unrelated
NA19435	NA19455	0.0435	unrelated
NA19435	NA19456	0.0433	unrelated
NA19435	NA19457	0.0408	unrelated
NA19435	NA19461	0.038	unrelated
NA19435	NA19462	0.047	unrelated
NA19435	NA19463	0.0396	unrelated
NA19435	NA19466	0.0482	unrelated
NA19435	NA19467	0.0374	unrelated
NA19435	NA19468	0.0471	unrelated
NA19435	NA19469	0.0401	unrelated
NA19435	NA19470	0.0409	unrelated
NA19435	NA19471	0.0381	unrelated
NA19435	NA19472	0.0365	unrelated
NA19435	NA19473	0.0368	unrelated
NA19435	NA19474	0.0398	unrelated
NA19436	NA19437	0.0434	unrelated
NA19436	NA19438	0.0504	unrelated
NA19436	NA19439	0.0523	unrelated
NA19436	NA19440	0.0514	unrelated
NA19436	NA19443	0.0485	unrelated
NA19436	NA19444	0.0407	unrelated
NA19436	NA19445	0.0453	unrelated
NA19436	NA19446	0.0435	unrelated
NA19436	NA19448	0.0459	unrelated
NA19436	NA19449	0.0518	unrelated
NA19436	NA19451	0.0432	unrelated
NA19436	NA19452	0.0434	unrelated
NA19436	NA19453	0.0394	unrelated
NA19436	NA19455	0.0464	unrelated
NA19436	NA19456	0.0532	unrelated
NA19436	NA19457	0.0421	unrelated
NA19436	NA19461	0.0512	unrelated
NA19436	NA19462	0.0466	unrelated
NA19436	NA19463	0.0389	unrelated
NA19436	NA19466	0.0507	unrelated
NA19436	NA19467	0.0481	unrelated
NA19436	NA19468	0.0516	unrelated
NA19436	NA19469	0.0496	unrelated
NA19436	NA19470	0.0499	unrelated
NA19436	NA19471	0.0503	unrelated
NA19436	NA19472	0.043	unrelated
NA19436	NA19473	0.053	unrelated
NA19436	NA19474	0.0424	unrelated
NA19437	NA19438	0.0404	unrelated
NA19437	NA19439	0.0422	unrelated
NA19437	NA19440	0.0412	unrelated
NA19437	NA19443	0.0426	unrelated
NA19437	NA19444	0.047	unrelated
NA19437	NA19445	0.037	unrelated
NA19437	NA19446	0.0428	unrelated
NA19437	NA19448	0.042	unrelated
NA19437	NA19449	0.0363	unrelated
NA19437	NA19451	0.0453	unrelated
NA19437	NA19452	0.0357	unrelated
NA19437	NA19453	0.0424	unrelated
NA19437	NA19455	0.0376	unrelated
NA19437	NA19456	0.0385	unrelated
NA19437	NA19457	0.0382	unrelated
NA19437	NA19461	0.0384	unrelated
NA19437	NA19462	0.0419	unrelated
NA19437	NA19463	0.0417	unrelated
NA19437	NA19466	0.0345	unrelated
NA19437	NA19467	0.0379	unrelated
NA19437	NA19468	0.0396	unrelated
NA19437	NA19469	0.0381	unrelated
NA19437	NA19470	0.0391	unrelated
NA19437	NA19471	0.0398	unrelated
NA19437	NA19472	0.0403	unrelated
NA19437	NA19473	0.0396	unrelated
NA19437	NA19474	0.0373	unrelated
NA19438	NA19439	0.0471	unrelated
NA19438	NA19440	0.0433	unrelated
NA19438	NA19443	0.0442	unrelated
NA19438	NA19444	0.0399	unrelated
NA19438	NA19445	0.0419	unrelated
NA19438	NA19446	0.0464	unrelated
NA19438	NA19448	0.0418	unrelated
NA19438	NA19449	0.0398	unrelated
NA19438	NA19451	0.0419	unrelated
NA19438	NA19452	0.0388	unrelated
NA19438	NA19453	0.0429	unrelated
NA19438	NA19455	0.0445	unrelated
NA19438	NA19456	0.0445	unrelated
NA19438	NA19457	0.042	unrelated
NA19438	NA19461	0.0451	unrelated
NA19438	NA19462	0.0418	unrelated
NA19438	NA19463	0.0421	unrelated
NA19438	NA19466	0.0439	unrelated
NA19438	NA19467	0.0449	unrelated
NA19438	NA19468	0.0429	unrelated
NA19438	NA19469	0.048	unrelated
NA19438	NA19470	0.0462	unrelated
NA19438	NA19471	0.043	unrelated
NA19438	NA19472	0.0419	unrelated
NA19438	NA19473	0.0428	unrelated
NA19438	NA19474	0.0422	unrelated
NA19439	NA19440	0.0424	unrelated
NA19439	NA19443	0.0415	unrelated
NA19439	NA19444	0.0453	unrelated
NA19439	NA19445	0.0431	unrelated
NA19439	NA19446	0.0468	unrelated
NA19439	NA19448	0.043	unrelated
NA19439	NA19449	0.0452	unrelated
NA19439	NA19451	0.0437	unrelated
NA19439	NA19452	0.039	unrelated
NA19439	NA19453	0.0404	unrelated
NA19439	NA19455	0.0485	unrelated
NA19439	NA19456	0.0472	unrelated
NA19439	NA19457	0.0417	unrelated
NA19439	NA19461	0.0464	unrelated
NA19439	NA19462	0.04	unrelated
NA19439	NA19463	0.0425	unrelated
NA19439	NA19466	0.0508	unrelated
NA19439	NA19467	0.0431	unrelated
NA19439	NA19468	0.0423	unrelated
NA19439	NA19469	0.0428	unrelated
NA19439	NA19470	0.0452	unrelated
NA19439	NA19471	0.0374	unrelated
NA19439	NA19472	0.0405	unrelated
NA19439	NA19473	0.0424	unrelated
NA19439	NA19474	0.0398	unrelated
NA19440	NA19443	0.039	unrelated
NA19440	NA19444	0.0492	unrelated
NA19440	NA19445	0.0447	unrelated
NA19440	NA19446	0.0502	unrelated
NA19440	NA19448	0.0442	unrelated
NA19440	NA19449	0.0465	unrelated
NA19440	NA19451	0.0496	unrelated
NA19440	NA19452	0.0412	unrelated
NA19440	NA19453	0.0456	unrelated
NA19440	NA19455	0.0426	unrelated
NA19440	NA19456	0.0458	unrelated
NA19440	NA19457	0.0426	unrelated
NA19440	NA19461	0.0443	unrelated
NA19440	NA19462	0.0498	unrelated
NA19440	NA19463	0.0398	unrelated
NA19440	NA19466	0.0415	unrelated
NA19440	NA19467	0.0437	unrelated
NA19440	NA19468	0.0481	unrelated
NA19440	NA19469	0.0444	unrelated
NA19440	NA19470	0.0423	unrelated
NA19440	NA19471	0.043	unrelated
NA19440	NA19472	0.0405	unrelated
NA19440	NA19473	0.0439	unrelated
NA19440	NA19474	0.0436	unrelated
NA19443	NA19444	0.0433	unrelated
NA19443	NA19445	0.0441	unrelated
NA19443	NA19446	0.0421	unrelated
NA19443	NA19448	0.0401	unrelated
NA19443	NA19449	0.0407	unrelated
NA19443	NA19451	0.0487	unrelated
NA19443	NA19452	0.0382	unrelated
NA19443	NA19453	0.0435	unrelated
NA19443	NA19455	0.0426	unrelated
NA19443	NA19456	0.045	unrelated
NA19443	NA19457	0.0428	unrelated
NA19443	NA19461	0.0362	unrelated
NA19443	NA19462	0.0465	unrelated
NA19443	NA19463	0.0463	unrelated
NA19443	NA19466	0.0485	unrelated
NA19443	NA19467	0.0381	unrelated
NA19443	NA19468	0.0405	unrelated
NA19443	NA19469	0.2634	related
NA19443	NA19470	0.5207	related
NA19443	NA19471	0.0338	unrelated
NA19443	NA19472	0.0411	unrelated
NA19443	NA19473	0.0443	unrelated
NA19443	NA19474	0.0439	unrelated
NA19444	NA19445	0.0423	unrelated
NA19444	NA19446	0.0456	unrelated
NA19444	NA19448	0.0474	unrelated
NA19444	NA19449	0.0452	unrelated
NA19444	NA19451	0.0428	unrelated
NA19444	NA19452	0.0406	unrelated
NA19444	NA19453	0.3003	related
NA19444	NA19455	0.0434	unrelated
NA19444	NA19456	0.0437	unrelated
NA19444	NA19457	0.0469	unrelated
NA19444	NA19461	0.0366	unrelated
NA19444	NA19462	0.0439	unrelated
NA19444	NA19463	0.0383	unrelated
NA19444	NA19466	0.0427	unrelated
NA19444	NA19467	0.037	unrelated
NA19444	NA19468	0.0399	unrelated
NA19444	NA19469	0.0397	unrelated
NA19444	NA19470	0.0426	unrelated
NA19444	NA19471	0.0397	unrelated
NA19444	NA19472	0.0369	unrelated
NA19444	NA19473	0.0427	unrelated
NA19444	NA19474	0.0428	unrelated
NA19445	NA19446	0.0421	unrelated
NA19445	NA19448	0.043	unrelated
NA19445	NA19449	0.0492	unrelated
NA19445	NA19451	0.0455	unrelated
NA19445	NA19452	0.0412	unrelated
NA19445	NA19453	0.5209	related
NA19445	NA19455	0.0475	unrelated
NA19445	NA19456	0.0417	unrelated
NA19445	NA19457	0.0414	unrelated
NA19445	NA19461	0.0485	unrelated
NA19445	NA19462	0.0507	unrelated
NA19445	NA19463	0.0371	unrelated
NA19445	NA19466	0.0434	unrelated
NA19445	NA19467	0.045	unrelated
NA19445	NA19468	0.0489	unrelated
NA19445	NA19469	0.0397	unrelated
NA19445	NA19470	0.0411	unrelated
NA19445	NA19471	0.042	unrelated
NA19445	NA19472	0.0426	unrelated
NA19445	NA19473	0.0444	unrelated
NA19445	NA19474	0.0401	unrelated
NA19446	NA19448	0.043	unrelated
NA19446	NA19449	0.0405	unrelated
NA19446	NA19451	0.0445	unrelated
NA19446	NA19452	0.04	unrelated
NA19446	NA19453	0.0451	unrelated
NA19446	NA19455	0.0474	unrelated
NA19446	NA19456	0.0468	unrelated
NA19446	NA19457	0.0478	unrelated
NA19446	NA19461	0.0415	unrelated
NA19446	NA19462	0.0462	unrelated
NA19446	NA19463	0.0415	unrelated
NA19446	NA19466	0.0468	unrelated
NA19446	NA19467	0.0406	unrelated
NA19446	NA19468	0.045	unrelated
NA19446	NA19469	0.0462	unrelated
NA19446	NA19470	0.0421	unrelated
NA19446	NA19471	0.0448	unrelated
NA19446	NA19472	0.0402	unrelated
NA19446	NA19473	0.0411	unrelated
NA19446	NA19474	0.0372	unrelated
NA19448	NA19449	0.0403	unrelated
NA19448	NA19451	0.0489	unrelated
NA19448	NA19452	0.0466	unrelated
NA19448	NA19453	0.0434	unrelated
NA19448	NA19455	0.0391	unrelated
NA19448	NA19456	0.0381	unrelated
NA19448	NA19457	0.0435	unrelated
NA19448	NA19461	0.0436	unrelated
NA19448	NA19462	0.0417	unrelated
NA19448	NA19463	0.0413	unrelated
NA19448	NA19466	0.0372	unrelated
NA19448	NA19467	0.0408	unrelated
NA19448	NA19468	0.0345	unrelated
NA19448	NA19469	0.0405	unrelated
NA19448	NA19470	0.0412	unrelated
NA19448	NA19471	0.0411	unrelated
NA19448	NA19472	0.0463	unrelated
NA19448	NA19473	0.0409	unrelated
NA19448	NA19474	0.0381	unrelated
NA19449	NA19451	0.0479	unrelated
NA19449	NA19452	0.0373	unrelated
NA19449	NA19453	0.0433	unrelated
NA19449	NA19455	0.05	unrelated
NA19449	NA19456	0.0467	unrelated
NA19449	NA19457	0.0469	unrelated
NA19449	NA19461	0.0415	unrelated
NA19449	NA19462	0.0527	unrelated
NA19449	NA19463	0.0416	unrelated
NA19449	NA19466	0.0468	unrelated
NA19449	NA19467	0.0426	unrelated
NA19449	NA19468	0.042	unrelated
NA19449	NA19469	0.0446	unrelated
NA19449	NA19470	0.0431	unrelated
NA19449	NA19471	0.0414	unrelated
NA19449	NA19472	0.0385	unrelated
NA19449	NA19473	0.0449	unrelated
NA19449	NA19474	0.0385	unrelated
NA19451	NA19452	0.1378	related
NA19451	NA19453	0.0473	unrelated
NA19451	NA19455	0.0396	unrelated
NA19451	NA19456	0.0394	unrelated
NA19451	NA19457	0.0462	unrelated
NA19451	NA19461	0.0438	unrelated
NA19451	NA19462	0.0469	unrelated
NA19451	NA19463	0.0475	unrelated
NA19451	NA19466	0.0455	unrelated
NA19451	NA19467	0.0424	unrelated
NA19451	NA19468	0.0442	unrelated
NA19451	NA19469	0.0479	unrelated
NA19451	NA19470	0.0447	unrelated
NA19451	NA19471	0.0486	unrelated
NA19451	NA19472	0.0475	unrelated
NA19451	NA19473	0.0391	unrelated
NA19451	NA19474	0.0468	unrelated
NA19452	NA19453	0.0442	unrelated
NA19452	NA19455	0.0532	unrelated
NA19452	NA19456	0.04	unrelated
NA19452	NA19457	0.0401	unrelated
NA19452	NA19461	0.0507	unrelated
NA19452	NA19462	0.0393	unrelated
NA19452	NA19463	0.0367	unrelated
NA19452	NA19466	0.044	unrelated
NA19452	NA19467	0.039	unrelated
NA19452	NA19468	0.0366	unrelated
NA19452	NA19469	0.0413	unrelated
NA19452	NA19470	0.0407	unrelated
NA19452	NA19471	0.0351	unrelated
NA19452	NA19472	0.0335	unrelated
NA19452	NA19473	0.0404	unrelated
NA19452	NA19474	0.038	unrelated
NA19453	NA19455	0.0418	unrelated
NA19453	NA19456	0.0451	unrelated
NA19453	NA19457	0.0435	unrelated
NA19453	NA19461	0.0485	unrelated
NA19453	NA19462	0.0436	unrelated
NA19453	NA19463	0.039	unrelated
NA19453	NA19466	0.0425	unrelated
NA19453	NA19467	0.0383	unrelated
NA19453	NA19468	0.0421	unrelated
NA19453	NA19469	0.0428	unrelated
NA19453	NA19470	0.0407	unrelated
NA19453	NA19471	0.0392	unrelated
NA19453	NA19472	0.0411	unrelated
NA19453	NA19473	0.044	unrelated
NA19453	NA19474	0.0448	unrelated
NA19455	NA19456	0.0461	unrelated
NA19455	NA19457	0.0342	unrelated
NA19455	NA19461	0.038	unrelated
NA19455	NA19462	0.0455	unrelated
NA19455	NA19463	0.041	unrelated
NA19455	NA19466	0.0479	unrelated
NA19455	NA19467	0.0421	unrelated
NA19455	NA19468	0.0414	unrelated
NA19455	NA19469	0.0426	unrelated
NA19455	NA19470	0.0394	unrelated
NA19455	NA19471	0.0425	unrelated
NA19455	NA19472	0.0414	unrelated
NA19455	NA19473	0.0446	unrelated
NA19455	NA19474	0.0485	unrelated
NA19456	NA19457	0.0434	unrelated
NA19456	NA19461	0.0457	unrelated
NA19456	NA19462	0.0474	unrelated
NA19456	NA19463	0.0419	unrelated
NA19456	NA19466	0.0448	unrelated
NA19456	NA19467	0.04	unrelated
NA19456	NA19468	0.045	unrelated
NA19456	NA19469	0.0497	unrelated
NA19456	NA19470	0.0486	unrelated
NA19456	NA19471	0.0412	unrelated
NA19456	NA19472	0.0398	unrelated
NA19456	NA19473	0.0464	unrelated
NA19456	NA19474	0.0404	unrelated
NA19457	NA19461	0.0474	unrelated
NA19457	NA19462	0.0472	unrelated
NA19457	NA19463	0.0431	unrelated
NA19457	NA19466	0.0384	unrelated
NA19457	NA19467	0.0376	unrelated
NA19457	NA19468	0.0413	unrelated
NA19457	NA19469	0.0392	unrelated
NA19457	NA19470	0.0427	unrelated
NA19457	NA19471	0.044	unrelated
NA19457	NA19472	0.0413	unrelated
NA19457	NA19473	0.0414	unrelated
NA19457	NA19474	0.0419	unrelated
NA19461	NA19462	0.0434	unrelated
NA19461	NA19463	0.0479	unrelated
NA19461	NA19466	0.0439	unrelated
NA19461	NA19467	0.0537	unrelated
NA19461	NA19468	0.0395	unrelated
NA19461	NA19469	0.0408	unrelated
NA19461	NA19470	0.0446	unrelated
NA19461	NA19471	0.0423	unrelated
NA19461	NA19472	0.0382	unrelated
NA19461	NA19473	0.0507	unrelated
NA19461	NA19474	0.0373	unrelated
NA19462	NA19463	0.0428	unrelated
NA19462	NA19466	0.0459	unrelated
NA19462	NA19467	0.0444	unrelated
NA19462	NA19468	0.0429	unrelated
NA19462	NA19469	0.0427	unrelated
NA19462	NA19470	0.0442	unrelated
NA19462	NA19471	0.0475	unrelated
NA19462	NA19472	0.04	unrelated
NA19462	NA19473	0.0437	unrelated
NA19462	NA19474	0.0405	unrelated
NA19463	NA19466	0.0418	unrelated
NA19463	NA19467	0.0399	unrelated
NA19463	NA19468	0.0389	unrelated
NA19463	NA19469	0.041	unrelated
NA19463	NA19470	0.0403	unrelated
NA19463	NA19471	0.0412	unrelated
NA19463	NA19472	0.0397	unrelated
NA19463	NA19473	0.0428	unrelated
NA19463	NA19474	0.0373	unrelated
NA19466	NA19467	0.0669	unrelated
NA19466	NA19468	0.0523	unrelated
NA19466	NA19469	0.0441	unrelated
NA19466	NA19470	0.0504	unrelated
NA19466	NA19471	0.0701	unrelated
NA19466	NA19472	0.0452	unrelated
NA19466	NA19473	0.0492	unrelated
NA19466	NA19474	0.0397	unrelated
NA19467	NA19468	0.0435	unrelated
NA19467	NA19469	0.0402	unrelated
NA19467	NA19470	0.0382	unrelated
NA19467	NA19471	0.0444	unrelated
NA19467	NA19472	0.0406	unrelated
NA19467	NA19473	0.0396	unrelated
NA19467	NA19474	0.0414	unrelated
NA19468	NA19469	0.0369	unrelated
NA19468	NA19470	0.0416	unrelated
NA19468	NA19471	0.0406	unrelated
NA19468	NA19472	0.0403	unrelated
NA19468	NA19473	0.0416	unrelated
NA19468	NA19474	0.0414	unrelated
NA19469	NA19470	0.5165	related
NA19469	NA19471	0.0401	unrelated
NA19469	NA19472	0.0403	unrelated
NA19469	NA19473	0.0481	unrelated
NA19469	NA19474	0.0337	unrelated
NA19470	NA19471	0.0398	unrelated
NA19470	NA19472	0.0384	unrelated
NA19470	NA19473	0.0465	unrelated
NA19470	NA19474	0.0419	unrelated
NA19471	NA19472	0.0397	unrelated
NA19471	NA19473	0.0503	unrelated
NA19471	NA19474	0.0412	unrelated
NA19472	NA19473	0.0422	unrelated
NA19472	NA19474	0.0415	unrelated
NA19473	NA19474	0.0466	unrelated
