IID1	IID2	PI_HAT	relationship
NA19332	NA19351	0.0421	unrelated
NA19332	NA19352	0.0448	unrelated
NA19332	NA19355	0.0403	unrelated
NA19332	NA19359	0.0436	unrelated
NA19332	NA19360	0.0625	unrelated
NA19332	NA19371	0.0429	unrelated
NA19332	NA19372	0.0432	unrelated
NA19332	NA19373	0.0432	unrelated
NA19332	NA19374	0.0433	unrelated
NA19332	NA19375	0.0431	unrelated
NA19332	NA19376	0.0477	unrelated
NA19332	NA19377	0.0476	unrelated
NA19332	NA19379	0.0478	unrelated
NA19332	NA19380	0.0386	unrelated
NA19332	NA19381	0.0374	unrelated
NA19332	NA19382	0.0396	unrelated
NA19332	NA19383	0.0442	unrelated
NA19332	NA19384	0.0506	unrelated
NA19332	NA19385	0.0404	unrelated
NA19332	NA19390	0.0481	unrelated
NA19332	NA19391	0.0454	unrelated
NA19332	NA19393	0.0428	unrelated
NA19332	NA19394	0.0433	unrelated
NA19332	NA19395	0.0483	unrelated
NA19332	NA19396	0.0415	unrelated
NA19332	NA19397	0.0455	unrelated
NA19332	NA19398	0.0459	unrelated
NA19332	NA19399	0.0461	unrelated
NA19332	NA19401	0.0429	unrelated
NA19332	NA19403	0.0399	unrelated
NA19332	NA19404	0.0435	unrelated
NA19332	NA19428	0.0434	unrelated
NA19332	NA19429	0.0438	unrelated
NA19332	NA19430	0.0443	unrelated
NA19332	NA19431	0.0545	unrelated
NA19332	NA19434	0.0405	unrelated
NA19332	NA19435	0.0445	unrelated
NA19332	NA19436	0.0496	unrelated
NA19332	NA19437	0.0396	unrelated
NA19332	NA19438	0.0429	unrelated
NA19332	NA19439	0.0413	unrelated
NA19332	NA19440	0.0415	unrelated
NA19332	NA19443	0.0405	unrelated
NA19332	NA19444	0.0414	unrelated
NA19332	NA19445	0.0408	unrelated
NA19332	NA19446	0.0446	unrelated
NA19332	NA19448	0.0424	unrelated
NA19332	NA19449	0.0482	unrelated
NA19332	NA19451	0.0449	unrelated
NA19332	NA19452	0.0401	unrelated
NA19332	NA19453	0.0414	unrelated
NA19332	NA19455	0.0421	unrelated
NA19332	NA19456	0.0411	unrelated
NA19332	NA19457	0.0421	unrelated
NA19332	NA19461	0.0443	unrelated
NA19332	NA19462	0.0476	unrelated
NA19332	NA19463	0.0392	unrelated
NA19332	NA19466	0.0443	unrelated
NA19332	NA19467	0.0376	unrelated
NA19332	NA19468	0.0383	unrelated
NA19332	NA19469	0.0405	unrelated
NA19332	NA19470	0.0393	unrelated
NA19332	NA19471	0.0439	unrelated
NA19332	NA19472	0.0399	unrelated
NA19332	NA19473	0.0441	unrelated
NA19332	NA19474	0.0441	unrelated
NA19334	NA19338	0.0426	unrelated
NA19334	NA19346	0.0445	unrelated
NA19334	NA19347	0.04	unrelated
NA19334	NA19350	0.0432	unrelated
NA19334	NA19351	0.0472	unrelated
NA19334	NA19352	0.0384	unrelated
NA19334	NA19355	0.0388	unrelated
NA19334	NA19359	0.0463	unrelated
NA19334	NA19360	0.0575	unrelated
NA19334	NA19371	0.0456	unrelated
NA19334	NA19372	0.0387	unrelated
NA19334	NA19373	0.0399	unrelated
NA19334	NA19374	0.0384	unrelated
NA19334	NA19375	0.04	unrelated
NA19334	NA19376	0.0449	unrelated
NA19334	NA19377	0.0477	unrelated
NA19334	NA19379	0.0478	unrelated
NA19334	NA19380	0.0418	unrelated
NA19334	NA19381	0.0411	unrelated
NA19334	NA19382	0.0415	unrelated
NA19334	NA19383	0.0493	unrelated
NA19334	NA19384	0.0484	unrelated
NA19334	NA19385	0.0394	unrelated
NA19334	NA19390	0.0445	unrelated
NA19334	NA19391	0.0433	unrelated
NA19334	NA19393	0.0445	unrelated
NA19334	NA19394	0.049	unrelated
NA19334	NA19395	0.0365	unrelated
NA19334	NA19396	0.0424	unrelated
NA19334	NA19397	0.0419	unrelated
NA19334	NA19398	0.0435	unrelated
NA19334	NA19399	0.0412	unrelated
NA19334	NA19401	0.0379	unrelated
NA19334	NA19403	0.0326	unrelated
NA19334	NA19404	0.0419	unrelated
NA19334	NA19428	0.0437	unrelated
NA19334	NA19429	0.0411	unrelated
NA19334	NA19430	0.0451	unrelated
NA19334	NA19431	0.0454	unrelated
NA19334	NA19434	0.0441	unrelated
NA19334	NA19435	0.0396	unrelated
NA19334	NA19436	0.0454	unrelated
NA19334	NA19437	0.0414	unrelated
NA19334	NA19438	0.0465	unrelated
NA19334	NA19439	0.0376	unrelated
NA19334	NA19440	0.0437	unrelated
NA19334	NA19443	0.043	unrelated
NA19334	NA19444	0.042	unrelated
NA19334	NA19445	0.0431	unrelated
NA19334	NA19446	0.0449	unrelated
NA19334	NA19448	0.0446	unrelated
NA19334	NA19449	0.0483	unrelated
NA19334	NA19451	0.044	unrelated
NA19334	NA19452	0.0413	unrelated
NA19334	NA19453	0.0416	unrelated
NA19334	NA19455	0.04	unrelated
NA19334	NA19456	0.0413	unrelated
NA19334	NA19457	0.0443	unrelated
NA19334	NA19461	0.0398	unrelated
NA19334	NA19462	0.0496	unrelated
NA19334	NA19463	0.0408	unrelated
NA19334	NA19466	0.04	unrelated
NA19334	NA19467	0.0391	unrelated
NA19334	NA19468	0.0479	unrelated
NA19334	NA19469	0.0373	unrelated
NA19334	NA19470	0.0401	unrelated
NA19334	NA19471	0.0423	unrelated
NA19334	NA19472	0.0401	unrelated
NA19334	NA19473	0.046	unrelated
NA19334	NA19474	0.042	unrelated
NA19338	NA19346	0.0446	unrelated
NA19338	NA19347	0.0438	unrelated
NA19338	NA19350	0.0474	unrelated
NA19338	NA19351	0.0512	unrelated
NA19338	NA19352	0.0464	unrelated
NA19338	NA19355	0.0473	unrelated
NA19338	NA19359	0.0458	unrelated
NA19338	NA19360	0.0425	unrelated
NA19338	NA19371	0.0426	unrelated
NA19338	NA19372	0.0421	unrelated
NA19338	NA19373	0.0521	unrelated
NA19338	NA19374	0.0409	unrelated
NA19338	NA19375	0.0413	unrelated
NA19338	NA19376	0.0476	unrelated
NA19338	NA19377	0.0427	unrelated
NA19338	NA19379	0.044	unrelated
NA19338	NA19380	0.0436	unrelated
NA19338	NA19381	0.044	unrelated
NA19338	NA19382	0.0431	unrelated
NA19338	NA19383	0.0415	unrelated
NA19338	NA19384	0.0492	unrelated
NA19338	NA19385	0.0419	unrelated
NA19338	NA19390	0.0496	unrelated
NA19338	NA19391	0.0446	unrelated
NA19338	NA19393	0.0478	unrelated
NA19338	NA19394	0.0457	unrelated
NA19338	NA19395	0.0412	unrelated
NA19338	NA19396	0.05	unrelated
NA19338	NA19397	0.0436	unrelated
NA19338	NA19398	0.0452	unrelated
NA19338	NA19399	0.0466	unrelated
NA19338	NA19401	0.0393	unrelated
NA19338	NA19403	0.0393	unrelated
NA19338	NA19404	0.0522	unrelated
NA19338	NA19428	0.045	unrelated
NA19338	NA19429	0.0449	unrelated
NA19338	NA19430	0.0415	unrelated
NA19338	NA19431	0.0445	unrelated
NA19338	NA19434	0.0565	unrelated
NA19338	NA19435	0.0434	unrelated
NA19338	NA19436	0.0489	unrelated
NA19338	NA19437	0.0381	unrelated
NA19338	NA19438	0.0421	unrelated
NA19338	NA19439	0.0456	unrelated
NA19338	NA19440	0.0435	unrelated
NA19338	NA19443	0.0442	unrelated
NA19338	NA19444	0.0607	unrelated
NA19338	NA19445	0.046	unrelated
NA19338	NA19446	0.0404	unrelated
NA19338	NA19448	0.0423	unrelated
NA19338	NA19449	0.0476	unrelated
NA19338	NA19451	0.0513	unrelated
NA19338	NA19452	0.0392	unrelated
NA19338	NA19453	0.0447	unrelated
NA19338	NA19455	0.0468	unrelated
NA19338	NA19456	0.0455	unrelated
NA19338	NA19457	0.0489	unrelated
NA19338	NA19461	0.0396	unrelated
NA19338	NA19462	0.0464	unrelated
NA19338	NA19463	0.0405	unrelated
NA19338	NA19466	0.047	unrelated
NA19338	NA19467	0.0401	unrelated
NA19338	NA19468	0.0469	unrelated
NA19338	NA19469	0.049	unrelated
NA19338	NA19470	0.0508	unrelated
NA19338	NA19471	0.0415	unrelated
NA19338	NA19472	0.039	unrelated
NA19338	NA19473	0.0488	unrelated
NA19338	NA19474	0.0407	unrelated
NA19346	NA19347	0.0424	unrelated
NA19346	NA19350	0.0463	unrelated
NA19346	NA19351	0.0446	unrelated
NA19346	NA19352	0.0402	unrelated
NA19346	NA19355	0.0476	unrelated
NA19346	NA19359	0.0731	unrelated
NA19346	NA19360	0.0518	unrelated
NA19346	NA19371	0.0497	unrelated
NA19346	NA19372	0.0455	unrelated
NA19346	NA19373	0.0432	unrelated
NA19346	NA19374	0.0438	unrelated
NA19346	NA19375	0.0445	unrelated
NA19346	NA19376	0.0435	unrelated
NA19346	NA19377	0.0454	unrelated
NA19346	NA19379	0.0429	unrelated
NA19346	NA19380	0.0418	unrelated
NA19346	NA19381	0.0424	unrelated
NA19346	NA19382	0.0429	unrelated
NA19346	NA19383	0.0485	unrelated
NA19346	NA19384	0.0567	unrelated
NA19346	NA19385	0.0446	unrelated
NA19346	NA19390	0.0479	unrelated
NA19346	NA19391	0.0497	unrelated
NA19346	NA19393	0.0438	unrelated
NA19346	NA19394	0.0426	unrelated
NA19346	NA19395	0.1334	related
NA19346	NA19396	0.0486	unrelated
NA19346	NA19397	0.0541	unrelated
NA19346	NA19398	0.0481	unrelated
NA19346	NA19399	0.0462	unrelated
NA19346	NA19401	0.0407	unrelated
NA19346	NA19403	0.0434	unrelated
NA19346	NA19404	0.0472	unrelated
NA19346	NA19428	0.0464	unrelated
NA19346	NA19429	0.055	unrelated
NA19346	NA19430	0.0444	unrelated
NA19346	NA19431	0.0449	unrelated
NA19346	NA19434	0.0419	unrelated
NA19346	NA19435	0.0423	unrelated
NA19346	NA19436	0.0538	unrelated
NA19346	NA19437	0.0464	unrelated
NA19346	NA19438	0.0467	unrelated
NA19346	NA19439	0.0401	unrelated
NA19346	NA19440	0.045	unrelated
NA19346	NA19443	0.0439	unrelated
NA19346	NA19444	0.0413	unrelated
NA19346	NA19445	0.0445	unrelated
NA19346	NA19446	0.0444	unrelated
NA19346	NA19448	0.0419	unrelated
NA19346	NA19449	0.052	unrelated
NA19346	NA19451	0.0507	unrelated
NA19346	NA19452	0.0531	unrelated
NA19346	NA19453	0.0484	unrelated
NA19346	NA19455	0.0398	unrelated
NA19346	NA19456	0.0477	unrelated
NA19346	NA19457	0.0466	unrelated
NA19346	NA19461	0.0404	unrelated
NA19346	NA19462	0.0485	unrelated
NA19346	NA19463	0.0446	unrelated
NA19346	NA19466	0.0511	unrelated
NA19346	NA19467	0.041	unrelated
NA19346	NA19468	0.0466	unrelated
NA19346	NA19469	0.0428	unrelated
NA19346	NA19470	0.0429	unrelated
NA19346	NA19471	0.0432	unrelated
NA19346	NA19472	0.0457	unrelated
NA19346	NA19473	0.0442	unrelated
NA19346	NA19474	0.0434	unrelated
NA19347	NA19350	0.035	unrelated
NA19347	NA19351	0.0432	unrelated
NA19347	NA19352	0.5407	related
NA19347	NA19355	0.0432	unrelated
NA19347	NA19359	0.0416	unrelated
NA19347	NA19360	0.0425	unrelated
NA19347	NA19371	0.0439	unrelated
NA19347	NA19372	0.0472	unrelated
NA19347	NA19373	0.0426	unrelated
NA19347	NA19374	0.0427	unrelated
NA19347	NA19375	0.0425	unrelated
NA19347	NA19376	0.1212	unrelated
NA19347	NA19377	0.0496	unrelated
NA19347	NA19379	0.0413	unrelated
NA19347	NA19380	0.0385	unrelated
NA19347	NA19381	0.0463	unrelated
NA19347	NA19382	0.043	unrelated
NA19347	NA19383	0.0437	unrelated
NA19347	NA19384	0.0475	unrelated
NA19347	NA19385	0.0387	unrelated
NA19347	NA19390	0.0371	unrelated
NA19347	NA19391	0.0437	unrelated
NA19347	NA19393	0.0431	unrelated
NA19347	NA19394	0.044	unrelated
NA19347	NA19395	0.0377	unrelated
NA19347	NA19396	0.0428	unrelated
NA19347	NA19397	0.051	unrelated
NA19347	NA19398	0.0466	unrelated
NA19347	NA19399	0.0465	unrelated
NA19347	NA19401	0.0383	unrelated
NA19347	NA19403	0.0423	unrelated
NA19347	NA19404	0.0433	unrelated
NA19347	NA19428	0.0502	unrelated
NA19347	NA19429	0.0402	unrelated
NA19347	NA19430	0.0484	unrelated
NA19347	NA19431	0.0477	unrelated
NA19347	NA19434	0.0434	unrelated
NA19347	NA19435	0.0385	unrelated
NA19347	NA19436	0.0446	unrelated
NA19347	NA19437	0.0395	unrelated
NA19347	NA19438	0.045	unrelated
NA19347	NA19439	0.0439	unrelated
NA19347	NA19440	0.0485	unrelated
NA19347	NA19443	0.0437	unrelated
NA19347	NA19444	0.0405	unrelated
NA19347	NA19445	0.0465	unrelated
NA19347	NA19446	0.0459	unrelated
NA19347	NA19448	0.041	unrelated
NA19347	NA19449	0.0465	unrelated
NA19347	NA19451	0.047	unrelated
NA19347	NA19452	0.0371	unrelated
NA19347	NA19453	0.0478	unrelated
NA19347	NA19455	0.0485	unrelated
NA19347	NA19456	0.0418	unrelated
NA19347	NA19457	0.0471	unrelated
NA19347	NA19461	0.0402	unrelated
NA19347	NA19462	0.0422	unrelated
NA19347	NA19463	0.0452	unrelated
NA19347	NA19466	0.0434	unrelated
NA19347	NA19467	0.04	unrelated
NA19347	NA19468	0.0403	unrelated
NA19347	NA19469	0.0422	unrelated
NA19347	NA19470	0.0454	unrelated
NA19347	NA19471	0.0409	unrelated
NA19347	NA19472	0.0375	unrelated
NA19347	NA19473	0.0469	unrelated
NA19347	NA19474	0.0384	unrelated
NA19350	NA19351	0.0458	unrelated
NA19350	NA19352	0.0423	unrelated
NA19350	NA19355	0.0425	unrelated
NA19350	NA19359	0.0527	unrelated
NA19350	NA19360	0.0539	unrelated
NA19350	NA19371	0.0412	unrelated
NA19350	NA19372	0.0411	unrelated
NA19350	NA19373	0.048	unrelated
NA19350	NA19374	0.0471	unrelated
NA19350	NA19375	0.0776	unrelated
NA19350	NA19376	0.0751	unrelated
NA19350	NA19377	0.0423	unrelated
NA19350	NA19379	0.037	unrelated
NA19350	NA19380	0.0428	unrelated
NA19350	NA19381	0.0401	unrelated
NA19350	NA19382	0.0366	unrelated
NA19350	NA19383	0.0495	unrelated
NA19350	NA19384	0.0482	unrelated
NA19350	NA19385	0.0413	unrelated
NA19350	NA19390	0.0507	unrelated
NA19350	NA19391	0.0482	unrelated
NA19350	NA19393	0.0529	unrelated
NA19350	NA19394	0.0406	unrelated
NA19350	NA19395	0.0423	unrelated
NA19350	NA19396	0.1086	unrelated
NA19350	NA19397	0.1217	unrelated
NA19350	NA19398	0.0484	unrelated
NA19350	NA19399	0.0448	unrelated
NA19350	NA19401	0.047	unrelated
NA19350	NA19403	0.0374	unrelated
NA19350	NA19404	0.0432	unrelated
NA19350	NA19428	0.0406	unrelated
NA19350	NA19429	0.0439	unrelated
NA19350	NA19430	0.0494	unrelated
NA19350	NA19431	0.0452	unrelated
NA19350	NA19434	0.0458	unrelated
NA19350	NA19435	0.0415	unrelated
NA19350	NA19436	0.0475	unrelated
NA19350	NA19437	0.0399	unrelated
NA19350	NA19438	0.0448	unrelated
NA19350	NA19439	0.0402	unrelated
NA19350	NA19440	0.041	unrelated
NA19350	NA19443	0.042	unrelated
NA19350	NA19444	0.0417	unrelated
NA19350	NA19445	0.0425	unrelated
NA19350	NA19446	0.0427	unrelated
NA19350	NA19448	0.0421	unrelated
NA19350	NA19449	0.0462	unrelated
NA19350	NA19451	0.0471	unrelated
NA19350	NA19452	0.0433	unrelated
NA19350	NA19453	0.0431	unrelated
NA19350	NA19455	0.0468	unrelated
NA19350	NA19456	0.0449	unrelated
NA19350	NA19457	0.039	unrelated
NA19350	NA19461	0.0411	unrelated
NA19350	NA19462	0.0434	unrelated
NA19350	NA19463	0.0438	unrelated
NA19350	NA19466	0.0517	unrelated
NA19350	NA19467	0.0424	unrelated
NA19350	NA19468	0.0396	unrelated
NA19350	NA19469	0.0398	unrelated
NA19350	NA19470	0.0385	unrelated
NA19350	NA19471	0.0422	unrelated
NA19350	NA19472	0.0404	unrelated
NA19350	NA19473	0.045	unrelated
NA19350	NA19474	0.0405	unrelated
NA19351	NA19352	0.0462	unrelated
NA19351	NA19355	0.0514	unrelated
NA19351	NA19359	0.044	unrelated
NA19351	NA19360	0.0455	unrelated
NA19351	NA19371	0.0516	unrelated
NA19351	NA19372	0.0508	unrelated
NA19351	NA19373	0.0492	unrelated
NA19351	NA19374	0.0477	unrelated
NA19351	NA19375	0.0457	unrelated
NA19351	NA19376	0.0477	unrelated
NA19351	NA19377	0.0432	unrelated
NA19351	NA19379	0.0447	unrelated
NA19351	NA19380	0.0441	unrelated
NA19351	NA19381	0.0474	unrelated
NA19351	NA19382	0.0476	unrelated
NA19351	NA19383	0.0503	unrelated
NA19351	NA19384	0.0528	unrelated
NA19351	NA19385	0.0431	unrelated
NA19351	NA19390	0.0459	unrelated
NA19351	NA19391	0.0516	unrelated
NA19351	NA19393	0.0465	unrelated
NA19351	NA19394	0.0522	unrelated
NA19351	NA19395	0.0428	unrelated
NA19351	NA19396	0.0458	unrelated
NA19351	NA19397	0.0494	unrelated
NA19351	NA19398	0.0468	unrelated
NA19351	NA19399	0.0449	unrelated
NA19351	NA19401	0.0444	unrelated
NA19351	NA19403	0.0405	unrelated
NA19351	NA19404	0.0448	unrelated
NA19351	NA19428	0.0504	unrelated
NA19351	NA19429	0.051	unrelated
NA19351	NA19430	0.0443	unrelated
NA19351	NA19431	0.0493	unrelated
NA19351	NA19434	0.0486	unrelated
NA19351	NA19435	0.0437	unrelated
NA19351	NA19436	0.048	unrelated
NA19351	NA19437	0.0441	unrelated
NA19351	NA19438	0.0478	unrelated
NA19351	NA19439	0.048	unrelated
NA19351	NA19440	0.0479	unrelated
NA19351	NA19443	0.0464	unrelated
NA19351	NA19444	0.0463	unrelated
NA19351	NA19445	0.0513	unrelated
NA19351	NA19446	0.0578	unrelated
NA19351	NA19448	0.0491	unrelated
NA19351	NA19449	0.0463	unrelated
NA19351	NA19451	0.0535	unrelated
NA19351	NA19452	0.0417	unrelated
NA19351	NA19453	0.0461	unrelated
NA19351	NA19455	0.0449	unrelated
NA19351	NA19456	0.0462	unrelated
NA19351	NA19457	0.0449	unrelated
NA19351	NA19461	0.046	unrelated
NA19351	NA19462	0.049	unrelated
NA19351	NA19463	0.0465	unrelated
NA19351	NA19466	0.0445	unrelated
NA19351	NA19467	0.0464	unrelated
NA19351	NA19468	0.041	unrelated
NA19351	NA19469	0.0448	unrelated
NA19351	NA19470	0.0415	unrelated
NA19351	NA19471	0.0442	unrelated
NA19351	NA19472	0.0451	unrelated
NA19351	NA19473	0.0412	unrelated
NA19351	NA19474	0.0471	unrelated
NA19352	NA19355	0.0377	unrelated
NA19352	NA19359	0.0469	unrelated
NA19352	NA19360	0.0448	unrelated
NA19352	NA19371	0.0433	unrelated
NA19352	NA19372	0.0423	unrelated
NA19352	NA19373	0.0566	unrelated
NA19352	NA19374	0.0579	unrelated
NA19352	NA19375	0.0424	unrelated
NA19352	NA19376	0.1146	unrelated
NA19352	NA19377	0.0472	unrelated
NA19352	NA19379	0.044	unrelated
NA19352	NA19380	0.0388	unrelated
NA19352	NA19381	0.0415	unrelated
NA19352	NA19382	0.0397	unrelated
NA19352	NA19383	0.0475	unrelated
NA19352	NA19384	0.0479	unrelated
NA19352	NA19385	0.0408	unrelated
NA19352	NA19390	0.0424	unrelated
NA19352	NA19391	0.05	unrelated
NA19352	NA19393	0.0403	unrelated
NA19352	NA19394	0.0469	unrelated
NA19352	NA19395	0.0462	unrelated
NA19352	NA19396	0.0459	unrelated
NA19352	NA19397	0.0478	unrelated
NA19352	NA19398	0.05	unrelated
NA19352	NA19399	0.0435	unrelated
NA19352	NA19401	0.0398	unrelated
NA19352	NA19403	0.0405	unrelated
NA19352	NA19404	0.0415	unrelated
NA19352	NA19428	0.0461	unrelated
NA19352	NA19429	0.0439	unrelated
NA19352	NA19430	0.0512	unrelated
NA19352	NA19431	0.0529	unrelated
NA19352	NA19434	0.0473	unrelated
NA19352	NA19435	0.0403	unrelated
NA19352	NA19436	0.0518	unrelated
NA19352	NA19437	0.0388	unrelated
NA19352	NA19438	0.0464	unrelated
NA19352	NA19439	0.0501	unrelated
NA19352	NA19440	0.0428	unrelated
NA19352	NA19443	0.0461	unrelated
NA19352	NA19444	0.0426	unrelated
NA19352	NA19445	0.0412	unrelated
NA19352	NA19446	0.0442	unrelated
NA19352	NA19448	0.0455	unrelated
NA19352	NA19449	0.0443	unrelated
NA19352	NA19451	0.0463	unrelated
NA19352	NA19452	0.0422	unrelated
NA19352	NA19453	0.0446	unrelated
NA19352	NA19455	0.0459	unrelated
NA19352	NA19456	0.0469	unrelated
NA19352	NA19457	0.0389	unrelated
NA19352	NA19461	0.0436	unrelated
NA19352	NA19462	0.0448	unrelated
NA19352	NA19463	0.0398	unrelated
NA19352	NA19466	0.049	unrelated
NA19352	NA19467	0.0413	unrelated
NA19352	NA19468	0.0387	unrelated
NA19352	NA19469	0.0425	unrelated
NA19352	NA19470	0.0437	unrelated
NA19352	NA19471	0.0398	unrelated
NA19352	NA19472	0.0399	unrelated
NA19352	NA19473	0.0461	unrelated
NA19352	NA19474	0.0414	unrelated
NA19355	NA19359	0.04	unrelated
NA19355	NA19360	0.0462	unrelated
NA19355	NA19371	0.0428	unrelated
NA19355	NA19372	0.0471	unrelated
NA19355	NA19373	0.0482	unrelated
NA19355	NA19374	0.0498	unrelated
NA19355	NA19375	0.0389	unrelated
NA19355	NA19376	0.0451	unrelated
NA19355	NA19377	0.0382	unrelated
NA19355	NA19379	0.0427	unrelated
NA19355	NA19380	0.0401	unrelated
NA19355	NA19381	0.0423	unrelated
NA19355	NA19382	0.0364	unrelated
NA19355	NA19383	0.0435	unrelated
NA19355	NA19384	0.0467	unrelated
NA19355	NA19385	0.0384	unrelated
NA19355	NA19390	0.0404	unrelated
NA19355	NA19391	0.0401	unrelated
NA19355	NA19393	0.0459	unrelated
NA19355	NA19394	0.0425	unrelated
NA19355	NA19395	0.0421	unrelated
NA19355	NA19396	0.0498	unrelated
NA19355	NA19397	0.0482	unrelated
NA19355	NA19398	0.0522	unrelated
NA19355	NA19399	0.0442	unrelated
NA19355	NA19401	0.0387	unrelated
NA19355	NA19403	0.0393	unrelated
NA19355	NA19404	0.0414	unrelated
NA19355	NA19428	0.0457	unrelated
NA19355	NA19429	0.0419	unrelated
NA19355	NA19430	0.0466	unrelated
NA19355	NA19431	0.0484	unrelated
NA19355	NA19434	0.1491	related
NA19355	NA19435	0.0403	unrelated
NA19355	NA19436	0.0387	unrelated
NA19355	NA19437	0.0478	unrelated
NA19355	NA19438	0.0422	unrelated
NA19355	NA19439	0.0479	unrelated
NA19355	NA19440	0.041	unrelated
NA19355	NA19443	0.0458	unrelated
NA19355	NA19444	0.1726	related
NA19355	NA19445	0.0447	unrelated
NA19355	NA19446	0.0451	unrelated
NA19355	NA19448	0.04	unrelated
NA19355	NA19449	0.0477	unrelated
NA19355	NA19451	0.0417	unrelated
NA19355	NA19452	0.0389	unrelated
NA19355	NA19453	0.0395	unrelated
NA19355	NA19455	0.0444	unrelated
NA19355	NA19456	0.0442	unrelated
NA19355	NA19457	0.0431	unrelated
NA19355	NA19461	0.0416	unrelated
NA19355	NA19462	0.0408	unrelated
NA19355	NA19463	0.0496	unrelated
NA19355	NA19466	0.0497	unrelated
NA19355	NA19467	0.0432	unrelated
NA19355	NA19468	0.0425	unrelated
NA19355	NA19469	0.0415	unrelated
NA19355	NA19470	0.0465	unrelated
NA19355	NA19471	0.0433	unrelated
NA19355	NA19472	0.0392	unrelated
NA19355	NA19473	0.0418	unrelated
NA19355	NA19474	0.0423	unrelated
NA19359	NA19360	0.0458	unrelated
NA19359	NA19371	0.0448	unrelated
NA19359	NA19372	0.0422	unrelated
NA19359	NA19373	0.0527	unrelated
NA19359	NA19374	0.0522	unrelated
NA19359	NA19375	0.0432	unrelated
NA19359	NA19376	0.0497	unrelated
NA19359	NA19377	0.0454	unrelated
NA19359	NA19379	0.0407	unrelated
NA19359	NA19380	0.041	unrelated
NA19359	NA19381	0.0404	unrelated
NA19359	NA19382	0.0418	unrelated
NA19359	NA19383	0.0505	unrelated
NA19359	NA19384	0.0464	unrelated
NA19359	NA19385	0.0397	unrelated
NA19359	NA19390	0.0414	unrelated
NA19359	NA19391	0.0513	unrelated
NA19359	NA19393	0.0457	unrelated
NA19359	NA19394	0.0479	unrelated
NA19359	NA19395	0.0652	unrelated
NA19359	NA19396	0.0456	unrelated
NA19359	NA19397	0.0509	unrelated
NA19359	NA19398	0.0458	unrelated
NA19359	NA19399	0.0447	unrelated
NA19359	NA19401	0.044	unrelated
NA19359	NA19403	0.0371	unrelated
NA19359	NA19404	0.0432	unrelated
NA19359	NA19428	0.0474	unrelated
NA19359	NA19429	0.0486	unrelated
NA19359	NA19430	0.0464	unrelated
NA19359	NA19431	0.044	unrelated
NA19359	NA19434	0.0479	unrelated
NA19359	NA19435	0.0456	unrelated
NA19359	NA19436	0.0528	unrelated
NA19359	NA19437	0.0386	unrelated
NA19359	NA19438	0.0443	unrelated
NA19359	NA19439	0.0538	unrelated
NA19359	NA19440	0.043	unrelated
NA19359	NA19443	0.0431	unrelated
NA19359	NA19444	0.0418	unrelated
NA19359	NA19445	0.043	unrelated
NA19359	NA19446	0.0447	unrelated
NA19359	NA19448	0.0409	unrelated
NA19359	NA19449	0.0591	unrelated
NA19359	NA19451	0.0438	unrelated
NA19359	NA19452	0.0409	unrelated
NA19359	NA19453	0.043	unrelated
NA19359	NA19455	0.0407	unrelated
NA19359	NA19456	0.0511	unrelated
NA19359	NA19457	0.0417	unrelated
NA19359	NA19461	0.0386	unrelated
NA19359	NA19462	0.043	unrelated
NA19359	NA19463	0.0427	unrelated
NA19359	NA19466	0.049	unrelated
NA19359	NA19467	0.042	unrelated
NA19359	NA19468	0.0463	unrelated
NA19359	NA19469	0.0422	unrelated
NA19359	NA19470	0.041	unrelated
NA19359	NA19471	0.045	unrelated
NA19359	NA19472	0.0438	unrelated
NA19359	NA19473	0.0365	unrelated
NA19359	NA19474	0.0411	unrelated
NA19360	NA19371	0.0467	unrelated
NA19360	NA19372	0.0514	unrelated
NA19360	NA19373	0.0537	unrelated
NA19360	NA19374	0.0434	unrelated
NA19360	NA19375	0.0412	unrelated
NA19360	NA19376	0.056	unrelated
NA19360	NA19377	0.04	unrelated
NA19360	NA19379	0.0496	unrelated
NA19360	NA19380	0.0454	unrelated
NA19360	NA19381	0.0492	unrelated
NA19360	NA19382	0.041	unrelated
NA19360	NA19383	0.0461	unrelated
NA19360	NA19384	0.0527	unrelated
NA19360	NA19385	0.0407	unrelated
NA19360	NA19390	0.0451	unrelated
NA19360	NA19391	0.0496	unrelated
NA19360	NA19393	0.0424	unrelated
NA19360	NA19394	0.0435	unrelated
NA19360	NA19395	0.0407	unrelated
NA19360	NA19396	0.0468	unrelated
NA19360	NA19397	0.0466	unrelated
NA19360	NA19398	0.0476	unrelated
NA19360	NA19399	0.0447	unrelated
NA19360	NA19401	0.0479	unrelated
NA19360	NA19403	0.0379	unrelated
NA19360	NA19404	0.0513	unrelated
NA19360	NA19428	0.0409	unrelated
NA19360	NA19429	0.0453	unrelated
NA19360	NA19430	0.0399	unrelated
NA19360	NA19431	0.0458	unrelated
NA19360	NA19434	0.0913	unrelated
NA19360	NA19435	0.04	unrelated
NA19360	NA19436	0.0511	unrelated
NA19360	NA19437	0.0432	unrelated
NA19360	NA19438	0.0462	unrelated
NA19360	NA19439	0.045	unrelated
NA19360	NA19440	0.0419	unrelated
NA19360	NA19443	0.0493	unrelated
NA19360	NA19444	0.0777	unrelated
NA19360	NA19445	0.0482	unrelated
NA19360	NA19446	0.0472	unrelated
NA19360	NA19448	0.0461	unrelated
NA19360	NA19449	0.0444	unrelated
